STATEFIP,PUMA,PUMAName,State,hhNonEnglish,hhNonEngParEngChld,hhTotal,pctNonEnglish,pctNonEngParEngChld
12,01106,"Broward County (Central)--Plantation & Sunrise Cities PUMA, Florida",Florida,31626,6654,66852,47.3,10
12,12704,"Volusia County (Southwest Central)--Deltona & Lake Helen Cities PUMA, Florida",Florida,16237,4590,45892,35.4,10
12,05707,"Hillsborough County (Central) PUMA, Florida",Florida,28537,7903,79078,36.1,10
12,01102,"Broward County (North Central)--Margate & Coconut Creek Cities PUMA, Florida",Florida,20477,4779,47979,42.7,10
17,03105,"Will County (Northwest Central)--Plainfield & Lockport Townships PUMA, Illinois",Illinois,14815,4959,49734,29.8,10
17,03407,"Cook County (West Central)--Proviso, Riverside & River Forest Townships PUMA; Illinois",Illinois,22728,6579,65950,34.5,10
34,00301,"Bergen County (South Central)--Hackensack & Englewood (West) Cities PUMA, New Jersey",New Jersey,18694,4444,44524,42,10
36,02901,"Orange County (Northeast)--Greater Newburgh City PUMA, New York",New York,15159,4617,46005,33,10
36,04105,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA; New York",New York,26229,6464,64548,40.6,10
53,11616,"King County (Northeast)--Snoqualmie City, Cottage Lake, Union Hill & Novelty Hill PUMA; Washington",Washington,12298,4302,42882,28.7,10
37,01206,"Wake County (Northwest)--Raleigh City (Northwest) & Morrisville Town PUMA, North Carolina",North Carolina,13956,4796,48383,28.8,9.9
04,00120,"Phoenix City--Ahwatukee & South Mountain PUMA, Arizona",Arizona,12537,4082,41740,30,9.8
12,08700,"Miami-Dade (South/Outside Urban Development Boundary) & Monroe Counties PUMA, Florida",Florida,16090,4470,45567,35.3,9.8
17,03309,"Lake County (East Central)--Warren, Libertyville (North & East) & Shields Townships PUMA; Illinois",Illinois,20165,6253,63635,31.7,9.8
17,03308,"Lake County (Southwest)--Ela, Freemont, Wauconda & Cuba Townships PUMA; Illinois",Illinois,13133,4198,42871,30.6,9.8
34,01501,"Morris County (North)--Dover Town & Kinnelon Borough PUMA, New Jersey",New Jersey,15641,4836,49543,31.6,9.8
37,01204,"Wake County (East)--Raleigh City (East), Knightdale & Garner (North) Towns PUMA; North Carolina",North Carolina,13273,4651,47414,28,9.8
41,01302,"Portland City (East) PUMA, Oregon",Oregon,17496,4934,50153,34.9,9.8
48,04601,"Houston City (North Central)--North of I-10 & Inside Loop I-610 PUMA, Texas",Texas,20978,4785,48610,43.2,9.8
48,05910,"San Antonio City (Northwest)--Between Loop TX-1604 & Loop I-410 PUMA, Texas",Texas,26033,4996,51023,51,9.8
48,05100,"Capital Area COG (East)--Bastrop, Caldwell, Fayette & Lee Counties PUMA; Texas",Texas,20718,6015,61346,33.8,9.8
06,03718,"Los Angeles County (Central)--Pasadena City PUMA, California",California,27635,5651,58528,47.2,9.7
06,05915,"Orange County (Southeast)--Rancho Santa Margarita City (East) & Ladera Ranch PUMA, California",California,12463,3631,37416,33.3,9.7
06,06702,"Sacramento County (Central)--Rancho Cordova City PUMA, California",California,16597,4264,44103,37.6,9.7
06,07105,"San Bernardino County (Southwest)--Redlands & Yucaipa Cities PUMA, California",California,19261,5096,52761,36.5,9.7
12,05705,"Hillsborough County (North Central)--Tampa City (North) PUMA, Florida",Florida,27509,6691,68960,39.9,9.7
12,08612,"Miami-Dade County (Northeast)--Miami Beach City & Miami Shores Village PUMA, Florida",Florida,34419,4718,48819,70.5,9.7
12,11102,"St. Lucie County (South) PUMA, Florida",Florida,25427,6935,71228,35.7,9.7
17,03420,"Cook County (North)--Maine, Norwood Park Townships & Chicago City--Edison Park PUMA; Illinois",Illinois,34102,7201,74092,46,9.7
17,03421,"Cook County (North)--Niles & Evanston Townships PUMA, Illinois",Illinois,32470,7200,74209,43.8,9.7
25,04500,"Bristol County (South)--New Bedford City & Fairhaven Town PUMA, Massachusetts",Massachusetts,20251,4640,47692,42.5,9.7
26,02903,"Oakland County (East Central)--Troy & Rochester Area PUMA, Michigan",Michigan,21338,6523,67183,31.8,9.7
35,00803,"Albuquerque City (Southeast Heights) PUMA, New Mexico",New Mexico,18999,4251,43987,43.2,9.7
36,03702,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA; New York",New York,20917,5090,52208,40.1,9.7
36,03207,"Nassau County (Central)--Hempstead Town (Northeast) PUMA, New York",New York,13429,3690,38168,35.2,9.7
04,00117,"Phoenix City (East) PUMA, Arizona",Arizona,15484,4380,45811,33.8,9.6
06,11106,"Ventura County (South Central)--Camarillo & Moorpark Cities PUMA, California",California,17797,4501,46656,38.1,9.6
12,05708,"Hillsborough County (South County) PUMA, Florida",Florida,26794,8098,83988,31.9,9.6
25,00303,"Worcester County (East Central) PUMA, Massachusetts",Massachusetts,13747,4408,45765,30,9.6
34,01902,"Union County (Northwest)--Summit City & Westfield Town (North) PUMA, New Jersey",New Jersey,13721,3784,39257,35,9.6
34,00102,"Atlantic County (Outside Somers Point City)--Pleasantville City & Hammonton Town PUMA, New Jersey",New Jersey,17517,5184,54223,32.3,9.6
48,01905,"Collin County (Central)--McKinney City PUMA, Texas",Texas,18051,5229,54354,33.2,9.6
09,00301,"Manchester & East Hartford Towns PUMA, Connecticut",Connecticut,16896,4205,44053,38.4,9.5
12,01103,"Broward County--Deerfield, Pompano Beach (North) & Lighthouse Point Cities PUMA; Florida",Florida,18975,4265,44959,42.2,9.5
15,00306,"Honolulu County--Moanalua to Pearl City PUMA, Hawaii",Hawaii,21192,5015,52937,40,9.5
32,00103,"Washoe County (North)--Sparks City PUMA, Nevada",Nevada,17639,5330,55990,31.5,9.5
36,04003,"NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA, New York",New York,21602,5352,56253,38.4,9.5
36,04114,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA; New York",New York,21700,4558,48097,45.1,9.5
36,03703,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA; New York",New York,24685,4906,51758,47.7,9.5
36,04112,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA; New York",New York,27821,7178,75697,36.8,9.5
48,04803,"Houston-Galveston Area Council--Brazoria County (Southwest)--Lake Jackson City PUMA, Texas",Texas,14058,3926,41264,34.1,9.5
48,05915,"Bexar County (North)--San Antonio City (Far North) & Timberwood Park PUMA, Texas",Texas,14792,3991,42146,35.1,9.5
04,00116,"Phoenix City (Uptown) PUMA, Arizona",Arizona,15909,4553,48394,32.9,9.4
04,00134,"Maricopa County (West) & Gila River Indian Community (Northwest) PUMA, Arizona",Arizona,16529,4751,50728,32.6,9.4
12,01107,"Broward County (Central)--Lauderhill & Lauderdale Lakes Cities PUMA, Florida",Florida,13388,3451,36568,36.6,9.4
25,00503,"Middlesex County--Waltham City, Lexington, Burlington, Bedford & Lincoln Towns PUMA; Massachusetts",Massachusetts,21888,5859,62272,35.1,9.4
25,04302,"Bristol County (Central)--Fall River City & Somerset Town PUMA, Massachusetts",Massachusetts,20188,4418,47131,42.8,9.4
25,00507,"Middlesex County (East)--Somerville & Everett Cities PUMA, Massachusetts",Massachusetts,22408,4860,51971,43.1,9.4
34,02303,"Mercer County (South) PUMA, New Jersey",New Jersey,11878,3609,38462,30.9,9.4
36,03107,"Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA, New York",New York,27741,7120,75457,36.8,9.4
41,01322,"Washington County (Central)--Hillsboro City PUMA, Oregon",Oregon,16394,4262,45414,36.1,9.4
48,03801,"Heart of Texas COG--McLennan County--Waco City (Central) PUMA, Texas",Texas,14785,4219,45087,32.8,9.4
53,10800,"Grant & Kittitas Counties PUMA, Washington",Washington,16085,4923,52586,30.6,9.4
06,03730,"Los Angeles County (West Central)--LA City (Central/Hancock Park & Mid-Wilshire) PUMA, California",California,36471,6881,73599,49.6,9.3
12,09903,"Palm Beach County (East)--West Palm Beach City (Southeast) & Palm Beach Town PUMA, Florida",Florida,23750,5857,62926,37.7,9.3
17,03306,"Lake County (Northwest)--Avon, Lake Villa, Antioch & Grant Townships PUMA; Illinois",Illinois,17168,5274,56710,30.3,9.3
25,03305,"Boston City--Hyde Park, Jamaica Plain, Roslindale & West Roxbury PUMA; Massachusetts",Massachusetts,23457,5241,56566,41.5,9.3
32,00413,"Clark County (Central)--Paradise (South) & Enterprise PUMA, Nevada",Nevada,23979,5531,59174,40.5,9.3
09,00905,"New Haven Town PUMA, Connecticut",Connecticut,21594,5377,58756,36.8,9.2
17,03411,"Cook County (South Central)--Worth & Calumet Townships PUMA, Illinois",Illinois,21308,6087,66456,32.1,9.2
48,05305,"Austin City (Northwest) PUMA, Texas",Texas,13928,4443,48056,29,9.2
53,11504,"Pierce County (South Central)--Tacoma City (South), Parkland & Spanaway PUMA; Washington",Washington,16881,4651,50403,33.5,9.2
06,03703,"Los Angeles County (North Central)--Lancaster City PUMA, California",California,20378,5235,57735,35.3,9.1
06,11102,"Ventura County (Southeast)--Thousand Oaks City PUMA, California",California,18548,5100,56248,33,9.1
06,05902,"Orange County (South Central)--Mission Viejo & Rancho Santa Margarita (West) Cities PUMA, California",California,13442,3645,40177,33.5,9.1
25,03400,"Middlesex (Southeast) & Norfolk (Northeast) Counties--Newton City & Brookline Town PUMA, Massachusetts",Massachusetts,23279,5901,64592,36,9.1
37,05400,"Union County (West)--Indian Trail & Stallings Towns PUMA, North Carolina",North Carolina,11927,3988,43775,27.2,9.1
48,02516,"Tarrant County (Northwest)--Fort Worth (Northwest) & Saginaw Cities PUMA, Texas",Texas,17875,4821,52782,33.9,9.1
51,51225,"Henrico County (West)--Tuckahoe, Short Pump & Wyndham PUMA; Virginia",Virginia,20078,6506,71426,28.1,9.1
12,10502,"Polk County (Northeast) PUMA, Florida",Florida,22546,6226,68876,32.7,9
13,03005,"Atlanta Regional Commission (Northwest)--Cobb County (Northeast) PUMA, Georgia",Georgia,14536,4824,53542,27.1,9
17,03410,"Cook County (Southwest)--Orland (West & Central), Palos & Lemont Townships PUMA; Illinois",Illinois,20849,5972,66398,31.4,9
32,00401,"Clark County (Northwest Central)--Northwest Las Vegas Valley PUMA, Nevada",Nevada,17682,5034,56211,31.5,9
34,00901,"Middlesex County (Southeast) PUMA, New Jersey",New Jersey,15016,4260,47323,31.7,9
34,01402,"Essex County (South Central)--East Orange City PUMA, New Jersey",New Jersey,24580,6530,72556,33.9,9
36,04101,"NYC-Queens Community District 1--Astoria & Long Island City PUMA, New York",New York,39978,6476,71778,55.7,9
48,04702,"Galveston County (Northwest)--League City & Friendswood City PUMA, Texas",Texas,19061,5307,58936,32.3,9
55,41005,"Milwaukee City (South) PUMA, Wisconsin",Wisconsin,13453,4407,48803,27.6,9
06,03732,"Los Angeles County (Central)--LA City (East Central/Hollywood) PUMA, California",California,45363,7417,83374,54.4,8.9
12,02102,"Collier County (Southwest) PUMA, Florida",Florida,15540,4443,49733,31.2,8.9
25,02400,"Middlesex (Far Southwest), Norfolk (Northwest) & Worcester (Far East) Counties PUMA; Massachusetts",Massachusetts,13419,4090,45901,29.2,8.9
25,00505,"Middlesex County--Watertown Town City, Arlington, Belmont & Winchester Towns PUMA; Massachusetts",Massachusetts,17931,4783,53497,33.5,8.9
32,00402,"Clark County (North)--Las Vegas (Northeast) & North Las Vegas (Outer) Cities PUMA, Nevada",Nevada,15216,4184,46912,32.4,8.9
34,01502,"Morris County (West) PUMA, New Jersey",New Jersey,13673,4283,48008,28.5,8.9
36,03803,"NYC-Manhattan Community District 10--Central Harlem PUMA, New York",New York,23154,5294,59742,38.8,8.9
48,05700,"Alamo Area COG (Northeast)--Guadalupe County PUMA, Texas",Texas,21135,4993,55947,37.8,8.9
48,02505,"Tarrant County (Southeast)--Mansfield (North) & Arlington (Southwest) Cities PUMA, Texas",Texas,11318,3601,40423,28,8.9
49,35006,"Salt Lake County--West Jordan (West), Herriman & South Jordan (West) Cities PUMA; Utah",Utah,13070,3223,36246,36.1,8.9
06,06515,"Riverside County--Palm Desert, La Quinta (West) & Desert Hot Springs Cities PUMA; California",California,21319,5755,65473,32.6,8.8
06,11104,"Ventura County (Southwest)--San Buenaventura (Ventura) City PUMA, California",California,17295,4282,48458,35.7,8.8
12,09508,"Orange County (North Central)--Orlando City (Univ. of Central Florida) & Union Park PUMA, Florida",Florida,20234,4646,53096,38.1,8.8
34,01102,"Monmouth County (Southwest)--Freehold Borough PUMA, New Jersey",New Jersey,12575,3511,39805,31.6,8.8
35,00900,"Southwest New Mexico PUMA, New Mexico",New Mexico,18505,3711,41971,44.1,8.8
36,03901,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA; New York",New York,20768,5140,58731,35.4,8.8
37,03103,"Charlotte City (Northeast) PUMA, North Carolina",North Carolina,13762,4351,49400,27.9,8.8
06,07301,"San Diego County (Northwest)--Oceanside City & Camp Pendleton PUMA, California",California,26263,6936,79481,33,8.7
06,06502,"Riverside County (Central)--Cathedral City, Palm Springs & Rancho Mirage Cities PUMA; California",California,19864,5231,60138,33,8.7
06,01303,"Contra Costa County (Northwest)--Concord (West), Martinez & Pleasant Hill Cities PUMA; California",California,20843,4564,52316,39.8,8.7
17,03416,"Cook County (Northeast)--Northfield & New Trier Townships PUMA, Illinois",Illinois,18021,4768,55112,32.7,8.7
18,02304,"Marion County--Wayne & Decatur (Northwest) Townships--Indianapolis City (West) PUMA, Indiana",Indiana,15847,4721,54513,29.1,8.7
27,01406,"Hennepin County--Minneapolis City (Southeast) PUMA, Minnesota",Minnesota,19321,4954,56620,34.1,8.7
34,02301,"Mercer County (West Central)--Trenton City PUMA, New Jersey",New Jersey,15508,4175,47867,32.4,8.7
35,00600,"Sandoval County PUMA, New Mexico",New Mexico,20249,4512,52032,38.9,8.7
36,03802,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA; New York",New York,29623,5174,59383,49.9,8.7
48,05000,"Houston-Galveston Area Council (West) PUMA, Texas",Texas,21442,6001,69167,31,8.7
48,02501,"Tarrant County (Northeast)--Grapevine, Southlake & Colleyville Cities PUMA; Texas",Texas,12365,3829,44033,28.1,8.7
48,04503,"Houston-Galveston Area Council--Montgomery County (South)--The Woodlands (North) PUMA, Texas",Texas,13396,4035,46329,28.9,8.7
48,05204,"Capital Area COG--Williamson County (West)--Cedar Park & Leander Cities PUMA, Texas",Texas,14931,4343,49949,29.9,8.7
53,10703,"Walla Walla, Benton (Outer) & Franklin (Outer) Counties PUMA; Washington",Washington,12998,4013,46303,28.1,8.7
04,00115,"Phoenix City (Northwest Central) PUMA, Arizona",Arizona,14532,3756,43633,33.3,8.6
04,00202,"Tucson (West) & Marana Cities PUMA, Arizona",Arizona,19896,4300,50160,39.7,8.6
06,01306,"Contra Costa County (Central)--Concord (South), Walnut Creek (East) & Clayton Cities PUMA; California",California,17343,4096,47721,36.3,8.6
06,01902,"Fresno County (North Central)--Fresno City (North) PUMA, California",California,26563,6162,71944,36.9,8.6
08,00300,"Weld County (South Central)--Greeley, Windsor & Evans Cities PUMA; Colorado",Colorado,24520,6614,77315,31.7,8.6
12,11701,"Seminole County (West) PUMA, Florida",Florida,14779,3985,46506,31.8,8.6
17,03532,"Chicago City (South)--South Chicago, Pullman, West Pullman, East Side & South Deering PUMA; Illinois",Illinois,15537,4064,47229,32.9,8.6
34,01203,"Ocean County (North Central) PUMA, New Jersey",New Jersey,17438,3908,45598,38.2,8.6
35,01100,"Central Southeast New Mexico PUMA, New Mexico",New Mexico,25130,5205,60808,41.3,8.6
48,04624,"Harris County (Northeast)--Houston City (Far Northeast) PUMA, Texas",Texas,13630,3741,43402,31.4,8.6
48,06603,"Coastal Bend COG--Nueces County (Central)--Corpus Christi City (South Central) PUMA, Texas",Texas,21637,4146,48296,44.8,8.6
06,07312,"San Diego County (Central)--San Diego City (Central/Mira Mesa & University Heights) PUMA, California",California,22302,3770,44350,50.3,8.5
12,10104,"Pasco County (South) PUMA, Florida",Florida,14894,4396,51654,28.8,8.5
25,00508,"Middlesex County (East)--Malden & Medford Cities PUMA, Massachusetts",Massachusetts,21150,4109,48509,43.6,8.5
34,00101,"Atlantic County (East)--Atlantic City & Ventnor City PUMA, New Jersey",New Jersey,14746,4020,47177,31.3,8.5
48,02003,"Denton County (South Central)--Flower Mound Town & Highland Village City PUMA, Texas",Texas,13422,4091,47866,28,8.5
12,05701,"Hillsborough County (Central)--Tampa City (Central) PUMA, Florida",Florida,23026,5073,60574,38,8.4
13,02003,"Atlanta Regional Commission (Central)--DeKalb County (Northeast)--Tucker PUMA, Georgia",Georgia,19098,5362,63917,29.9,8.4
16,01000,"Elmore, Jerome, Blaine, Minidoka, Gooding, Lincoln & Camas Counties PUMA; Idaho",Idaho,12732,3609,42927,29.7,8.4
32,00101,"Washoe County (South Central)--Reno City PUMA, Nevada",Nevada,26873,7094,84565,31.8,8.4
36,03312,"Suffolk County (Southwest)--Babylon Town (Southeast) PUMA, New York",New York,10227,2765,33102,30.9,8.4
42,03501,"Lancaster County--Lancaster City, East Lampeter, Lancaster & West Lampeter Townships PUMA; Pennsylvania",Pennsylvania,17358,4288,50947,34.1,8.4
48,04802,"Houston-Galveston Area Council--Brazoria County (Central)--Alvin City PUMA, Texas",Texas,15423,3907,46514,33.2,8.4
48,05400,"Capital Area COG (Southwest)--Hays County PUMA, Texas",Texas,29566,6731,80284,36.8,8.4
48,05902,"San Antonio City (Northeast)--Inside Loop I-410 PUMA, Texas",Texas,21359,4334,51884,41.2,8.4
49,49001,"Utah County (West)--Saratoga Springs, Payson & Lehi (Southwest) Cities PUMA; Utah",Utah,15858,3037,36315,43.7,8.4
06,07505,"San Francisco County (Central)--Sunset District (North) PUMA, California",California,23754,3757,45409,52.3,8.3
12,09505,"Orange County (Central)--Orlando City (East Downtown) & Azalea Park PUMA, Florida",Florida,22242,4403,52826,42.1,8.3
12,10503,"Polk County (Central) PUMA, Florida",Florida,13817,4176,50350,27.4,8.3
13,01005,"Atlanta Regional Commission (Central)--Fulton County (Northwest)--Roswell City PUMA, Georgia",Georgia,19256,5109,61422,31.4,8.3
